Prolific ID,original_answer
5e06b4cb19232d0875f2276d,Hamilton Sterling Group (HSG)
613c4dfc0a5e57f0daf6c735,Hamilton Sterling Group (HSG)
66dcb77e1afbc2e7fa393b87,Hamilton Sterling Group (HSG)
612d4269137ff0bcf765ba63,Hamilton Sterling Group (HSG)
67179c4e867b679bd7ca1ee5,Hamilton Sterling Group (HSG)
672bee76481ff9ce73293a6b,Hamilton Sterling Group (HSG)
5dc71b96d210e45213e92359,Hamilton Sterling Group (HSG)
67cc5cbea659ba65853fab99,Hamilton Sterling Group (HSG)
5b14265d30d562000155ea04,Hamilton Sterling Group (HSG)
5a771465eea3d300016de2e1,Hamilton Sterling Group (HSG)
59be1fac3a9ab60001119c1a,Hamilton Sterling Group (HSG)
67609c46f2e9e4726844476c,Hamilton Sterling Group (HSG)
676524cfc37ebd2e8f1f5630,Hamilton Sterling Group (HSG)
5f3e6a07e06e71069f919082,Hamilton Sterling Group (HSG)
6544fd514964fea23051c3b7,Hamilton Sterling Group (HSG)
6487081faa2f43fd8ea888dc,Hamilton Sterling Group (HSG)
67bb91a04f5f96b7ac52242d,Hamilton Sterling Group (HSG)
605da0a3b78d54d78f618ba4,Hamilton Sterling Group (HSG)
671d3690dc5df6d004cfb65e,Hamilton Sterling Group (HSG)
5ec96e3609117f0a67231842,Hamilton Sterling Group (HSG)
5be2a7a291deed00015ad073,Hamilton Sterling Group (HSG)
5bacc9bc42a1d1000187669b,Hamilton Sterling Group (HSG)
5af6e439672ea800010d4e92,Hamilton Sterling Group (HSG)
67c6f14f1dac92f66cd6b413,Hamilton Sterling Group (HSG)
672a35319c5a754a0358a842,Hamilton Sterling Group (HSG)
55daf7b369dbc30005b68ac9,Hamilton Sterling Group (HSG)
5996dbbc05a0e30001f1fd4a,Hamilton Sterling Group (HSG)
5e38617987cb0602fed6d8b1,Hamilton Sterling Group (HSG)
67334911eb1de6dd02fc126a,Hamilton Sterling Group (HSG)
5ea060b71ce81301340a6b64,Hamilton Sterling Group (HSG)
6605b86838c8ba1440cd547c,Hamilton Sterling Group (HSG)
67d0c546e34a839a2c0d67a0,Hamilton Sterling Group (HSG)
5a8f01d95292b80001235d34,Hamilton Sterling Group (HSG)
561021e87ffc8a0005811358,Hamilton Sterling Group (HSG)
669d1b8c4cc3b111f5b65a40,Hamilton Sterling Group (HSG)
67f302367b115d1edb94f0b0,Hamilton Sterling Group (HSG)
6554f3f85dee0872ba3cc142,Hamilton Sterling Group (HSG)
63468f0d6ca8dfab8af0e7f0,Hamilton Sterling Group (HSG)
66b507cc1a7e164991afbe17,Hamilton Sterling Group (HSG)
60f2dd514eb84812f627fa7e,Hamilton Sterling Group (HSG)
6516e4bf9463264599a746f9,Hamilton Sterling Group (HSG)
559e6830fdf99b4f0b98514a,Hamilton Sterling Group (HSG)
6659f6fdd8cd7577c303a76d,Hamilton Sterling Group (HSG)
641384b3dffcf39ec42d3c23,Hamilton Sterling Group (HSG)
665a23c501fc5542133be144,Hamilton Sterling Group (HSG)
55d4c46f58c35800113dc131,Hamilton Sterling Group (HSG)
5d5564512bf13d00014383ec,Hamilton Sterling Group (HSG)
5c37aa8b832a8400010983b3,Hamilton Sterling Group (HSG)
67d727f06086654c357b68e2,Hamilton Sterling Group (HSG)
67676c64636d1669c5790324,Hamilton Sterling Group (HSG)
676b11ba7e6d9f1310e3903a,Hamilton Sterling Group (HSG)
6773d733ef23107f61c70de7,Hamilton Sterling Group (HSG)
601e1253bbecc3279e4fb472,Hamilton Sterling Group (HSG)
6716f817aed3929d27448d97,Hamilton Sterling Group (HSG)
678f02520df6c988ca6bdd85,Hamilton Sterling Group (HSG)
60e9e8092cfc1f464753dd71,Hamilton Sterling Group (HSG)
5ac11c4d9534ba0001c71a89,Hamilton Sterling Group (HSG)
67cef6ed72f931c12ea5a8bd,Hamilton Sterling Group (HSG)
680d2af1cec0860b4f0f3fad,Hamilton Sterling Group (HSG)
673153d88d13bed22065fd88,Hamilton Sterling Group (HSG)
665a0d93581153685ecebbff,Hamilton Sterling Group (HSG)
63e51bdade16b861346088b4,Hamilton Sterling Group (HSG)
6629b9e67e5f6d0d3b0a6ddc,Hamilton Sterling Group (HSG)
65a94e73f78666b2020dbe14,Hamilton Sterling Group (HSG)
678951eaacd3135a38c86ec9,Hamilton Sterling Group (HSG)
65a69840034890b79a097d95,Hamilton Sterling Group (HSG)
5e27373f346cdd9711ae9911,Hamilton Sterling Group (HSG)
5aa28d786219a30001f57655,Hamilton Sterling Group (HSG)
66fc6b9f6f3d2324420c1f1a,Hamilton Sterling Group (HSG)
66fac66a574a89324f8980df,Hamilton Sterling Group (HSG)
6720d262ceed23c1ad0be1c7,Hamilton Sterling Group (HSG)
5f01ce19f3984631df5348e4,Hamilton Sterling Group (HSG)
66727aa65bcbc9219073d587,Hamilton Sterling Group (HSG)
63d3f99eac52371a49e65825,Hamilton Sterling Group (HSG)
5c3eadd8ef1d0d0001b2a940,Hamilton Sterling Group (HSG)
5f6c9d2ec9a73b06b88f19c2,Hamilton Sterling Group (HSG)
6670e05a65d32df6fa3e7560,Hamilton Sterling Group (HSG)
6522b1bb7d07f3a0eb40efbd,Hamilton Sterling Group (HSG)
5cf1824f1ae74d00015fbd39,Hamilton Sterling Group (HSG)
5ee64d0bf796cb3b252a8c99,Hamilton Sterling Group (HSG)
669130d95c30296d7607df8f,Hamilton Sterling Group (HSG)
67ea8e9f51f8c1e6ffbb8f3b,Hamilton Sterling Group (HSG)
60d3d1d337c621ff5e7ba61b,Hamilton Sterling Group (HSG)
628eada3a9c9e0776884f27d,Hamilton Sterling Group (HSG)
5cc30b098ad9bf0001a3e445,Hamilton Sterling Group (HSG)
67be3976584a4aa8b34ccc5f,Hamilton Sterling Group (HSG)
67cdf158555dc24e9c13714a,Hamilton Sterling Group (HSG)
637545d6428d85daeedc3df5,Hamilton Sterling Group (HSG)
5f21fd432f24890008302531,Hamilton Sterling Group (HSG)
6888fee2d5bd4d7b5582cd31,Hamilton Sterling Group (HSG)
6658b62617b161dc426bd2a9,Hamilton Sterling Group (HSG)
6486a553007b81f8f2d486f6,Hamilton Sterling Group (HSG)
6760737175b6125b60317eab,Vista Therapeutics (VSTA)
5d4310bbd8e961001b825ca4,Vista Therapeutics (VSTA)
612adba08b8235b31539c704,Vista Therapeutics (VSTA)
66742ef2f9183bb839ec1fbb,Vista Therapeutics (VSTA)
680beacc02f15af2dd736d8d,Vista Therapeutics (VSTA)
652be55d3d99a68b56fe7d56,Vista Therapeutics (VSTA)
67878e264046b71df4ad64af,Vista Therapeutics (VSTA)
6630e01b7d69d22b8be429a6,Vista Therapeutics (VSTA)
66567ea20a512b56a661fc5c,Vista Therapeutics (VSTA)
5898e520979a590001d21df2,Vista Therapeutics (VSTA)
63d8074daa40629318ada75f,Vista Therapeutics (VSTA)
601b4d05d4fb23495c435af8,Vista Therapeutics (VSTA)
59e6585c2f63d30001c8f9b2,Vista Therapeutics (VSTA)
664dfa7dc9b2a0473cacdd81,Vista Therapeutics (VSTA)
676f37ed7c44110e5278cc97,Vista Therapeutics (VSTA)
57d6dd8d6598aa000199188b,Vista Therapeutics (VSTA)
62a0de11fe1eb0f5e7a97389,Vista Therapeutics (VSTA)
67659224c577c7e97b074f43,Vista Therapeutics (VSTA)
5d4838b1334cb0001af8273d,Vista Therapeutics (VSTA)
66b0829f976a969235a5ca75,Vista Therapeutics (VSTA)
5578b513fdf99b12e00afae9,Vista Therapeutics (VSTA)
665e680164927b18554b66ec,Vista Therapeutics (VSTA)
663aa6420a964c2a7740b9d7,Vista Therapeutics (VSTA)
67cdb9db623de444e19e6fe6,Vista Therapeutics (VSTA)
67d7598ad9aacf9073ca130d,Vista Therapeutics (VSTA)
5e399832a6df461b2f4db341,Vista Therapeutics (VSTA)
682498beb28b43fa10e34496,Vista Therapeutics (VSTA)
611ffe84a8214760847fc4de,Vista Therapeutics (VSTA)
5c86f9ced810a700169ddfe7,Vista Therapeutics (VSTA)
67edb211a7c1d23c1535d6b2,Vista Therapeutics (VSTA)
5e7abb2c6c89e4000a180b4a,Vista Therapeutics (VSTA)
6631a1c8755d8554913b3b86,Vista Therapeutics (VSTA)
673b8993c243fa99a23d6987,Vista Therapeutics (VSTA)
67f22d9adc313d0ce5eafff4,Vista Therapeutics (VSTA)
651ac182f385dba7e1cc269a,Vista Therapeutics (VSTA)
67e6e99634be5e57bbd2553f,Vista Therapeutics (VSTA)
666b44ed662a3864dc13b118,Vista Therapeutics (VSTA)
5e909d6c5321c13abee11725,Vista Therapeutics (VSTA)
6537daf5f37c314e287c7895,Vista Therapeutics (VSTA)
5fc7e4142a10490c47936a64,Vista Therapeutics (VSTA)
665373b194f39f872c58550c,Vista Therapeutics (VSTA)
6685633b50fdf89801428491,Vista Therapeutics (VSTA)
66ffccf2a0cfa2c3ea74d26b,Vista Therapeutics (VSTA)
66e06d52d2a4d65246a8e1e5,Vista Therapeutics (VSTA)
67fffee26ec983c07f3a2abd,Vista Therapeutics (VSTA)
60f1019654f6a6ba79823b19,Vista Therapeutics (VSTA)
5d45c2d1da9cb60015aa4312,Vista Therapeutics (VSTA)
605e9cc770aa6d1947d02bfa,Vista Therapeutics (VSTA)
62ad02acebe626b61f16d620,Vista Therapeutics (VSTA)
5bcda2ee6fd72000014996e4,Vista Therapeutics (VSTA)
604b6aea586d035690aa609f,Vista Therapeutics (VSTA)
5e6d248009ea530009252275,Vista Therapeutics (VSTA)
5ff17d1bbbdf7f5b35a0b334,Vista Therapeutics (VSTA)
5c180a3ac59c17000167491e,Vista Therapeutics (VSTA)
6562177a48308eebbb6359ea,Vista Therapeutics (VSTA)
626972db4c15f7a530c6df4d,Vista Therapeutics (VSTA)
681483783a042ecec50bfb17,Vista Therapeutics (VSTA)
C1K6X5BB66e2f5bef170bd66,Vista Therapeutics (VSTA)
63ea4d64095b3286433ed52e,Vista Therapeutics (VSTA)
61085504b0951e096d81185c,Vista Therapeutics (VSTA)
5dde618798981ddcc8e552e2,Vista Therapeutics (VSTA)
62fb7e29586929061efccda2,Vista Therapeutics (VSTA)
654650713282e9e8d26d0b86,Vista Therapeutics (VSTA)
6310c063bd0cce86b0289d20,Vista Therapeutics (VSTA)
5d440b524d4b4a001679bdf5,Vista Therapeutics (VSTA)
5e54309f0a98c705f68ae8a8,Vista Therapeutics (VSTA)
6073e0d481953bbd2cd61145,Vista Therapeutics (VSTA)
6120cea050e9bce18a162223,Vista Therapeutics (VSTA)
645920abcee1cd09e70057cd,Vista Therapeutics (VSTA)
6717f2190ab1f9b7994d8266,Vista Therapeutics (VSTA)
661e625fafb8104a490bce51,Vista Therapeutics (VSTA)
5ba0181462e04c0001f76d2b,Vista Therapeutics (VSTA)
5a9998a14eecca0001dd791e,Vista Therapeutics (VSTA)
67d02a4df7aeafae41e77e9b,Vista Therapeutics (VSTA)
66f6dfde93de2c0d7eaf463f,Vista Therapeutics (VSTA)
6526e6db8f0e2069023a4ba4,Vista Therapeutics (VSTA)
67dd5e5f7a961e34ff8b116c,Vista Therapeutics (VSTA)
66464354449c2d4c2de11537,Vista Therapeutics (VSTA)
650708cb2c0e95bedcffc923,Vista Therapeutics (VSTA)
5bfd667f1fe1e50001406d4c,Vista Therapeutics (VSTA)
67607e34fb2abbf20ec24851,Vista Therapeutics (VSTA)
67d088ccec81d322ccede723,Vista Therapeutics (VSTA)
67da6cb5faae2bb29a934c76,Vista Therapeutics (VSTA)
666d914c8a386185e18db071,Vista Therapeutics (VSTA)
5755c957eb80c4000741a9ce,Vista Therapeutics (VSTA)
610a45b7ee955eab34220bce,Vista Therapeutics (VSTA)
6266e277eeff2c06dec3116a,Vista Therapeutics (VSTA)
59cff8eed227970001199862,Vista Therapeutics (VSTA)
6681a6064361475b2acf7793,Vista Therapeutics (VSTA)
66d9fc2d2b46f520118ea65f,Vista Therapeutics (VSTA)
60719f4b18e2b30c9e5a562d,Vista Therapeutics (VSTA)
67bdf5a74b3f256db8907428,Vista Therapeutics (VSTA)
64287b2deed56861af146830,Vista Therapeutics (VSTA)
5f11e883afd70a0d94572e6a,Vista Therapeutics (VSTA)
664a6d5a65f30b00d2685804,Vista Therapeutics (VSTA)
67e48fe0292eb135e6a513d8,Vista Therapeutics (VSTA)
6641220f4193c77a18d63a8e,Vista Therapeutics (VSTA)
67695eac6aa9f52a7b20b47c,Vista Therapeutics (VSTA)
669627dafd0c7bf244e386d3,Vista Therapeutics (VSTA)
668177e0951600598b5422df,Vista Therapeutics (VSTA)
668a08bcc623b9b9500b85c8,Vista Therapeutics (VSTA)
5ecf9b46617a9b3dd56b3fe3,Vista Therapeutics (VSTA)
5cb67a7ab73e8a001507fae5,Vista Therapeutics (VSTA)
60c4e1091b936c7b812e5af4,Vista Therapeutics (VSTA)
5ca0de7d8001d50018c69031,Vista Therapeutics (VSTA)
67f1cc26973bd7f41512c209,Vista Therapeutics (VSTA)
67e9746f70f9c5bd07f49c26,Vista Therapeutics (VSTA)
6156fef09d1ab07148870099,Vista Therapeutics (VSTA)
5bbc3d95f1f9ba000141d855,Vista Therapeutics (VSTA)
640239e99e1aca6cf18a2b87,Vista Therapeutics (VSTA)
66d9f8b25ab58922e89d53b2,Vista Therapeutics (VSTA)
67d47bef1b8777e754726be0,Vista Therapeutics (VSTA)
6743f87f4c502222ee322464,Vista Therapeutics (VSTA)
6110f4896dea29a375c227a8,Vista Therapeutics (VSTA)
5c2dae2110677f0001dd1137,Vista Therapeutics (VSTA)
65de3f6558e2556c9250e39e,Vista Therapeutics (VSTA)
66f40dce48a4f21967502867,Vista Therapeutics (VSTA)
6426cfe964863ee2ff26642f,Vista Therapeutics (VSTA)
660d9c69e00c5f367a748669,Vista Therapeutics (VSTA)
5b2b83b10ec82d0001d29549,Vista Therapeutics (VSTA)
63d8966cb1c8fda2f6006864,Vista Therapeutics (VSTA)
63e51cf7b6d21fa5fc4e82cd,Vista Therapeutics (VSTA)
5ed917ec0318c6466f50a0a6,Vista Therapeutics (VSTA)
6713eeea64ca1fb59cbcbce4,Vista Therapeutics (VSTA)
5f6660dbdd831c230e132024,Vista Therapeutics (VSTA)
57f9238bc786ac00011ebc72,Vista Therapeutics (VSTA)
676ca3da9773676ad989ef10,Vista Therapeutics (VSTA)
663a245615539171d9a3611a,Vista Therapeutics (VSTA)
64fdfa6fcc38ff0fd0b0f2a3,Vista Therapeutics (VSTA)
6229f1c215b1b83f71da3b71,Vista Therapeutics (VSTA)
6544fed196a4a783c9887d59,Vista Therapeutics (VSTA)
6791a8549ed23cc3997dd33a,Vista Therapeutics (VSTA)
62e2deadd18974300540f870,Vista Therapeutics (VSTA)
5f9556e826384e3aaa4f0f01,Vista Therapeutics (VSTA)
678ffaadd2a9bbb0e63dd117,Vista Therapeutics (VSTA)
66ddd34dd909724fe8747ae7,Vista Therapeutics (VSTA)
66e484aa361904c9801c6837,Vista Therapeutics (VSTA)
6320815455d02d8d3d1f9378,Vista Therapeutics (VSTA)
676ea730813dcfed6dd4dfb1,Vista Therapeutics (VSTA)
56fa7c2e51c6bf000ccb2954,Vista Therapeutics (VSTA)
5838861383a1cc0001f3f258,Vista Therapeutics (VSTA)
6672f795fac6ecd66d7b987f,Vista Therapeutics (VSTA)
58bfee7de5869400018f5e9e,Vista Therapeutics (VSTA)
5de3c83c2033793be6591e53,Vista Therapeutics (VSTA)
598e325033481c000164d2aa,Vista Therapeutics (VSTA)
673cc5ebc28f32153129c76e,Vista Therapeutics (VSTA)
66d522932bd461aff3f626fe,Vista Therapeutics (VSTA)
66e8c6e99be9621d5b1ed1fa,Vista Therapeutics (VSTA)
55900dcffdf99b3f7aada3f5,Vista Therapeutics (VSTA)
654e54e810b0368c6d32e070,Vista Therapeutics (VSTA)
67294473dbb580a0ca93f60f,Vista Therapeutics (VSTA)
67311b436baff30462230061,Vista Therapeutics (VSTA)
5e3c595d955ce604ac669fcb,Vista Therapeutics (VSTA)
61004f4069555d737ceab14c,Vista Therapeutics (VSTA)
64f0a3c4e69e78265f5872e7,Vista Therapeutics (VSTA)
61015f63f9a351d3171a0f98,Vista Therapeutics (VSTA)
67731006e7899dc216d59b95,Vista Therapeutics (VSTA)
62fce494b16fcf89dca570bf,Vista Therapeutics (VSTA)
6658e7b76712e30718aaadf9,Vista Therapeutics (VSTA)
681d505eef658dff09a4d3a5,Vista Therapeutics (VSTA)
67765cb5eae26d06c3116c3a,Vista Therapeutics (VSTA)
66f87be972880bb2ac647855,Vista Therapeutics (VSTA)
644fdc8d0d748ff99020fcae,Vista Therapeutics (VSTA)
5d6d32ead222ba001553e7bd,Vista Therapeutics (VSTA)
663139cbb8723d403f4e7fc8,Vista Therapeutics (VSTA)
6676ddf4aeae188a30f824f5,Vista Therapeutics (VSTA)
63d13c9a4c0601c55747e64c,Vista Therapeutics (VSTA)
61fa9112d42cb19beec492b5,Vista Therapeutics (VSTA)
66eaabba0ec554b24c678bdb,Vista Therapeutics (VSTA)
6670886ad4ccb4bd7531af48,Vista Therapeutics (VSTA)
